CUSTOMERNAME,ORDERNUMBER,PRODUCTCODE,ORDERDATE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,STATUS,DEALSIZE,CUSTOMER_ID,STATUS_ID,TABLE_NAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,PRODUCTLINE,MSRP,YEAR_ID,MONTH_ID,QTR_ID
Euro Shopping Channel,10350.0,S18_4522,2004-12-02,30.0,100.0,3023.1,3.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10372.0,S18_4522,2005-01-26,41.0,86.89,3562.49,7.0,Shipped,Medium,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10383.0,S18_4522,2005-02-22,28.0,58.58,1640.24,7.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10396.0,S18_4522,2005-03-23,45.0,100.0,4739.4,5.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gifts4AllAges.com,10414.0,S18_4522,2005-05-06,16.0,75.48,1207.68,11.0,On Hold,Small,59.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10103.0,S18_4600,2003-01-29,36.0,100.0,4228.2,5.0,Shipped,Medium,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"La Corne D'abondance, Co.",10114.0,S18_4600,2003-04-01,41.0,100.0,4815.45,9.0,Shipped,Medium,63.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10126.0,S18_4600,2003-05-28,50.0,100.0,7083.0,5.0,Shipped,Large,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10140.0,S18_4600,2003-07-24,40.0,100.0,4601.2,5.0,Shipped,Medium,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10150.0,S18_4600,2003-09-19,49.0,100.0,6467.02,2.0,Shipped,Medium,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Auto Werke,10164.0,S18_4600,2003-10-21,45.0,100.0,5012.55,3.0,Resolved,Medium,64.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
"Stylish Desk Decors, Co.",10175.0,S18_4600,2003-11-06,47.0,100.0,5121.59,10.0,Shipped,Medium,50.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Classic Gift Ideas, Inc",10183.0,S18_4600,2003-11-13,21.0,100.0,2441.04,2.0,Shipped,Small,30.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10194.0,S18_4600,2003-11-25,32.0,100.0,4262.08,5.0,Shipped,Medium,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Collectables,10207.0,S18_4600,2003-12-09,47.0,100.0,6658.02,16.0,Shipped,Medium,65.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10217.0,S18_4600,2004-02-04,38.0,100.0,4509.08,5.0,Shipped,Medium,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10229.0,S18_4600,2004-03-11,41.0,100.0,4716.23,10.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Super Scale Inc.,10245.0,S18_4600,2004-05-04,21.0,100.0,2390.22,3.0,Shipped,Small,35.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10259.0,S18_4600,2004-06-15,41.0,100.0,4666.62,13.0,Shipped,Medium,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10270.0,S18_4600,2004-07-19,38.0,100.0,5383.08,3.0,Shipped,Medium,21.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10281.0,S18_4600,2004-08-19,25.0,99.29,2482.25,10.0,Shipped,Small,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10291.0,S18_4600,2004-09-08,48.0,100.0,5288.64,5.0,Shipped,Medium,38.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10305.0,S18_4600,2004-10-13,22.0,99.29,2184.38,14.0,Shipped,Small,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10313.0,S18_4600,2004-10-22,28.0,100.0,2881.76,8.0,Shipped,Small,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10323.0,S18_4600,2004-11-05,47.0,100.0,6203.06,1.0,Shipped,Medium,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Volvo Model Replicas, Co",10334.0,S18_4600,2004-11-19,49.0,100.0,6763.47,4.0,On Hold,Medium,25.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10347.0,S18_4600,2004-11-29,45.0,100.0,5884.65,4.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10357.0,S18_4600,2004-12-10,28.0,100.0,3559.64,2.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10370.0,S18_4600,2005-01-20,29.0,57.53,1668.37,6.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10382.0,S18_4600,2005-02-17,39.0,100.0,4890.6,1.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Quebec Home Shopping Network,10411.0,S18_4600,2005-05-01,46.0,100.0,5235.72,3.0,Shipped,Medium,44.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10425.0,S18_4600,2005-05-31,38.0,100.0,4325.16,13.0,In Process,Medium,15.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Baane Mini Imports,10103.0,S18_4668,2003-01-29,41.0,47.29,1938.89,9.0,Shipped,Small,18.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10113.0,S18_4668,2003-03-26,50.0,49.81,2490.5,3.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10126.0,S18_4668,2003-05-28,43.0,53.83,2314.69,9.0,Shipped,Small,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Technics Stores Inc.,10140.0,S18_4668,2003-07-24,29.0,43.27,1254.83,9.0,Shipped,Small,6.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10150.0,S18_4668,2003-09-19,30.0,42.76,1282.8,6.0,Shipped,Small,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Auto Werke,10164.0,S18_4668,2003-10-21,25.0,53.83,1345.75,7.0,Resolved,Small,64.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Gift Network, Co",10174.0,S18_4668,2003-11-06,49.0,44.78,2194.22,2.0,Shipped,Small,29.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Classic Gift Ideas, Inc",10183.0,S18_4668,2003-11-13,40.0,49.3,1972.0,6.0,Shipped,Small,30.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10194.0,S18_4668,2003-11-25,41.0,44.78,1835.98,9.0,Shipped,Small,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Canadian Gift Exchange Network,10206.0,S18_4668,2003-12-05,21.0,53.33,1119.93,4.0,Shipped,Small,32.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
West Coast Collectables Co.,10215.0,S18_4668,2004-01-29,46.0,45.28,2082.88,1.0,Shipped,Small,33.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10229.0,S18_4668,2004-03-11,39.0,40.25,1569.75,14.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Super Scale Inc.,10245.0,S18_4668,2004-05-04,45.0,59.87,2694.15,7.0,Shipped,Small,35.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Tokyo Collectables, Ltd",10258.0,S18_4668,2004-06-15,21.0,59.87,1257.27,4.0,Shipped,Small,36.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10270.0,S18_4668,2004-07-19,44.0,58.36,2567.84,7.0,Shipped,Small,21.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Classics Inc.,10281.0,S18_4668,2004-08-19,44.0,59.87,2634.28,14.0,Shipped,Small,19.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Scandinavian Gift Ideas,10291.0,S18_4668,2004-09-08,29.0,51.82,1502.78,9.0,Shipped,Small,38.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Assoc. & Cie.,10304.0,S18_4668,2004-10-11,34.0,49.3,1676.2,4.0,Shipped,Small,39.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10312.0,S18_4668,2004-10-21,39.0,56.85,2217.15,1.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10324.0,S18_4668,2004-11-05,38.0,100.0,6832.02,6.0,Shipped,Medium,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Wheels Co.,10333.0,S18_4668,2004-11-18,24.0,79.86,1916.64,8.0,Shipped,Small,9.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Corrida Auto Replicas, Ltd",10348.0,S18_4668,2004-11-01,29.0,100.0,7110.8,6.0,Shipped,Large,26.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10358.0,S18_4668,2004-12-10,30.0,100.0,5302.8,8.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10370.0,S18_4668,2005-01-20,20.0,100.0,2730.0,2.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10382.0,S18_4668,2005-02-17,39.0,100.0,7827.3,2.0,Shipped,Large,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Quebec Home Shopping Network,10411.0,S18_4668,2005-05-01,35.0,59.87,2095.45,7.0,Shipped,Small,44.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10424.0,S18_4668,2005-05-31,26.0,59.87,1556.62,4.0,In Process,Small,24.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10108.0,S18_4721,2003-03-03,44.0,100.0,5565.12,11.0,Shipped,Medium,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10122.0,S18_4721,2003-05-08,28.0,100.0,3583.16,15.0,Shipped,Medium,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10135.0,S18_4721,2003-07-02,31.0,100.0,4705.18,12.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Ideas Corp.,10146.0,S18_4721,2003-09-03,29.0,100.0,4444.54,1.0,Shipped,Medium,89.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Corporate Gift Ideas Co.,10159.0,S18_4721,2003-10-10,32.0,100.0,4618.88,7.0,Shipped,Medium,5.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10169.0,S18_4721,2003-11-04,33.0,100.0,4910.4,7.0,Shipped,Medium,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Daedalus Designs Imports,10180.0,S18_4721,2003-11-11,44.0,100.0,5565.12,2.0,Shipped,Medium,7.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10191.0,S18_4721,2003-11-20,32.0,100.0,4237.76,8.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10211.0,S18_4721,2004-01-15,41.0,100.0,5673.58,7.0,Shipped,Medium,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10225.0,S18_4721,2004-02-22,35.0,100.0,5260.15,14.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Danish Wholesale Imports,10238.0,S18_4721,2004-04-09,44.0,100.0,6350.96,8.0,Shipped,Medium,49.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Auto Canal Petit,10252.0,S18_4721,2004-05-26,26.0,100.0,3559.4,4.0,Shipped,Medium,10.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gifts4AllAges.com,10264.0,S18_4721,2004-06-30,20.0,100.0,2410.6,2.0,Shipped,Small,59.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Mini Collectables,10276.0,S18_4721,2004-08-02,48.0,100.0,5713.92,8.0,Shipped,Medium,72.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Vida Sport, Ltd",10287.0,S18_4721,2004-08-30,34.0,100.0,4300.32,17.0,Shipped,Medium,70.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toys of Finland, Co.",10299.0,S18_4721,2004-09-30,49.0,100.0,7947.31,2.0,Shipped,Large,17.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Toms Spezialitten, Ltd",10310.0,S18_4721,2004-10-16,40.0,100.0,5356.8,15.0,Shipped,Medium,69.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Microscale Inc.,10319.0,S18_4721,2004-11-03,45.0,100.0,7901.1,3.0,Shipped,Large,80.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Cruz & Sons Co.,10330.0,S18_4721,2004-11-16,50.0,100.0,6101.0,4.0,Shipped,Medium,67.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10342.0,S18_4721,2004-11-24,38.0,100.0,6276.46,11.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10355.0,S18_4721,2004-12-07,25.0,100.0,4203.5,2.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10363.0,S18_4721,2005-01-06,28.0,58.18,1629.04,13.0,Shipped,Small,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10378.0,S18_4721,2005-02-10,49.0,67.14,3289.86,8.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10390.0,S18_4721,2005-03-04,49.0,100.0,6862.94,3.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10110.0,S18_4933,2003-03-18,42.0,61.29,2574.18,9.0,Shipped,Small,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Gift Stores,10124.0,S18_4933,2003-05-21,23.0,57.73,1327.79,8.0,Shipped,Small,85.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10148.0,S18_4933,2003-09-11,29.0,81.25,2356.25,2.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10161.0,S18_4933,2003-10-17,25.0,80.54,2013.5,1.0,Shipped,Small,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Rovelli Gifts,10173.0,S18_4933,2003-11-05,39.0,71.98,2807.22,15.0,Shipped,Small,87.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10182.0,S18_4933,2003-11-12,44.0,69.84,3072.96,12.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectables, Ltd",10193.0,S18_4933,2003-11-21,25.0,76.26,1906.5,16.0,Shipped,Small,88.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10204.0,S18_4933,2003-12-02,45.0,76.26,3431.7,6.0,Shipped,Medium,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Double Decker Gift Stores, Ltd",10213.0,S18_4933,2004-01-22,25.0,83.39,2084.75,2.0,Shipped,Small,53.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Saveley & Henriot, Co.",10227.0,S18_4933,2004-03-02,37.0,57.73,2136.01,12.0,Shipped,Small,31.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Caravy,10241.0,S18_4933,2004-04-13,30.0,66.99,2009.7,4.0,Shipped,Small,84.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10267.0,S18_4933,2004-07-07,36.0,75.55,2719.8,1.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10279.0,S18_4933,2004-08-09,26.0,60.58,1575.08,1.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10288.0,S18_4933,2004-09-01,23.0,73.41,1688.43,7.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"UK Collectables, Ltd.",10302.0,S18_4933,2003-10-06,23.0,72.7,1672.1,3.0,Shipped,Small,23.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10311.0,S18_4933,2004-10-16,25.0,66.99,1674.75,2.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10332.0,S18_4933,2004-11-17,21.0,100.0,3472.98,3.0,Shipped,Medium,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10344.0,S18_4933,2004-11-25,26.0,63.43,1649.18,5.0,Shipped,Small,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10367.0,S18_4933,2005-01-12,44.0,85.25,3751.0,9.0,Resolved,Medium,4.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10380.0,S18_4933,2005-02-16,24.0,100.0,4536.0,2.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10407.0,S18_4933,2005-04-22,66.0,66.99,4421.34,4.0,On Hold,Medium,62.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10420.0,S18_4933,2005-05-29,36.0,57.73,2078.28,7.0,In Process,Small,21.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10110.0,S24_1046,2003-03-18,36.0,85.25,3069.0,13.0,Shipped,Medium,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Signal Gift Stores,10124.0,S24_1046,2003-05-21,22.0,77.9,1713.8,12.0,Shipped,Small,85.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Anna's Decorations, Ltd",10148.0,S24_1046,2003-09-11,25.0,60.26,1506.5,6.0,Shipped,Small,43.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10161.0,S24_1046,2003-10-17,37.0,72.76,2692.12,5.0,Shipped,Small,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Gift Depot Inc.,10172.0,S24_1046,2003-11-05,32.0,75.69,2422.08,3.0,Shipped,Small,14.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10182.0,S24_1046,2003-11-12,47.0,74.22,3488.34,16.0,Shipped,Medium,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Online Diecast Creations Co.,10192.0,S24_1046,2003-11-20,37.0,69.82,2583.34,4.0,Shipped,Small,41.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10204.0,S24_1046,2003-12-02,20.0,62.47,1249.4,10.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10212.0,S24_1046,2004-01-16,41.0,82.31,3374.71,3.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Collectable Mini Designs Co.,10226.0,S24_1046,2004-02-26,21.0,60.26,1265.46,1.0,Shipped,Small,56.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Caravy,10241.0,S24_1046,2004-04-13,22.0,76.43,1681.46,8.0,Shipped,Small,84.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10267.0,S24_1046,2004-07-07,40.0,80.1,3204.0,5.0,Shipped,Medium,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10279.0,S24_1046,2004-08-09,32.0,74.96,2398.72,5.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10288.0,S24_1046,2004-09-01,36.0,66.14,2381.04,11.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Norway Gifts By Mail, Co.",10301.0,S24_1046,2003-10-05,27.0,72.02,1944.54,1.0,Shipped,Small,86.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10311.0,S24_1046,2004-10-16,26.0,87.45,2273.7,6.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
FunGiftIdeas.com,10321.0,S24_1046,2004-11-04,30.0,70.55,2116.5,3.0,Shipped,Small,22.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"AV Stores, Co.",10332.0,S24_1046,2004-11-17,23.0,56.84,1307.32,4.0,Shipped,Small,78.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marseille Mini Autos,10344.0,S24_1046,2004-11-25,29.0,59.53,1726.37,7.0,Shipped,Small,68.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Toys4GrownUps.com,10367.0,S24_1046,2005-01-12,21.0,60.37,1267.77,10.0,Resolved,Small,4.0,6.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10380.0,S24_1046,2005-02-16,34.0,100.0,3441.82,3.0,Shipped,Medium,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
The Sharp Gifts Warehouse,10407.0,S24_1046,2005-04-22,26.0,76.43,1987.18,8.0,On Hold,Small,62.0,5.0,Fact_Sales,,,,,,,,,,,,,,,
Souveniers And Things Co.,10420.0,S24_1046,2005-05-29,60.0,64.67,3880.2,11.0,In Process,Medium,21.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10104.0,S24_1444,2003-01-31,35.0,55.49,1942.15,6.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Classic Legends Inc.,10115.0,S24_1444,2003-04-04,47.0,69.36,3259.92,2.0,Shipped,Medium,28.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10127.0,S24_1444,2003-06-03,20.0,60.69,1213.8,8.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Suominen Souveniers,10141.0,S24_1444,2003-08-01,20.0,54.33,1086.6,2.0,Shipped,Small,74.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Gift Network, Co",10152.0,S24_1444,2003-09-25,25.0,65.31,1632.75,4.0,Shipped,Small,29.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Dragon Souveniers, Ltd.",10165.0,S24_1444,2003-10-22,25.0,69.36,1734.0,9.0,Shipped,Small,27.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
L'ordine Souveniers,10176.0,S24_1444,2003-11-06,27.0,68.78,1857.06,8.0,Shipped,Small,71.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Iberia Gift Imports, Corp.",10184.0,S24_1444,2003-11-14,31.0,60.11,1863.41,3.0,Shipped,Small,82.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Classics,10195.0,S24_1444,2003-11-25,44.0,66.47,2924.68,3.0,Shipped,Small,48.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Diecast Collectables,10207.0,S24_1444,2003-12-09,49.0,46.82,2294.18,4.0,Shipped,Small,65.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Clover Collections, Co.",10220.0,S24_1444,2004-02-12,26.0,56.07,1457.82,8.0,Shipped,Small,76.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Blauer See Auto, Co.",10230.0,S24_1444,2004-03-15,36.0,54.33,1955.88,6.0,Shipped,Small,73.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10246.0,S24_1444,2004-05-05,44.0,52.6,2314.4,2.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Handji Gifts& Co,10259.0,S24_1444,2004-06-15,28.0,46.82,1310.96,1.0,Shipped,Small,66.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10271.0,S24_1444,2004-07-20,45.0,64.74,2913.3,2.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10282.0,S24_1444,2004-08-20,29.0,46.82,1357.78,11.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10292.0,S24_1444,2004-09-08,40.0,53.75,2150.0,5.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Marta's Replicas Co.,10305.0,S24_1444,2004-10-13,45.0,61.85,2783.25,2.0,Shipped,Small,16.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Heintze Collectables,10314.0,S24_1444,2004-10-22,44.0,53.18,2339.92,11.0,Shipped,Small,79.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Vitachrome Inc.,10324.0,S24_1444,2004-11-05,25.0,69.16,1729.0,14.0,Shipped,Small,12.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"La Corne D'abondance, Co.",10336.0,S24_1444,2004-11-20,45.0,100.0,5972.4,4.0,Shipped,Medium,63.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Muscle Machine Inc,10349.0,S24_1444,2004-12-01,48.0,47.4,2275.2,4.0,Shipped,Small,75.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10358.0,S24_1444,2004-12-10,44.0,60.76,2673.44,14.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Mini Gifts Distributors Ltd.,10371.0,S24_1444,2005-01-23,25.0,97.27,2431.75,12.0,Shipped,Small,40.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10383.0,S24_1444,2005-02-22,22.0,91.76,2018.72,2.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10394.0,S24_1444,2005-03-15,31.0,50.29,1558.99,2.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
Euro Shopping Channel,10412.0,S24_1444,2005-05-03,21.0,52.6,1104.6,2.0,Shipped,Small,24.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
La Rochelle Gifts,10425.0,S24_1444,2005-05-31,55.0,46.82,2575.1,1.0,In Process,Small,15.0,3.0,Fact_Sales,,,,,,,,,,,,,,,
Land of Toys Inc.,10107.0,S24_1578,2003-02-24,25.0,100.0,2845.75,3.0,Shipped,Small,1.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
"Australian Collectors, Co.",10120.0,S24_1578,2003-04-29,35.0,98.05,3431.75,1.0,Shipped,Medium,11.0,1.0,Fact_Sales,,,,,,,,,,,,,,,
